Município;Sigla UF;Região;Mês/Ano;Vítima
Valença Do Piauí;PI;NORDESTE;ago-19;0
Várzea Branca;PI;NORDESTE;ago-19;0
Várzea Grande;PI;NORDESTE;ago-19;0
Vera Mendes;PI;NORDESTE;ago-19;0
Vila Nova Do Piauí;PI;NORDESTE;ago-19;0
Wall Ferraz;PI;NORDESTE;ago-19;0
Acauã;PI;NORDESTE;set-19;0
Agricolândia;PI;NORDESTE;set-19;0
Água Branca;PI;NORDESTE;set-19;0
Alagoinha Do Piauí;PI;NORDESTE;set-19;2
Alegrete Do Piauí;PI;NORDESTE;set-19;0
Alto Longá;PI;NORDESTE;set-19;0
Altos;PI;NORDESTE;set-19;0
Alvorada Do Gurguéia;PI;NORDESTE;set-19;0
Amarante;PI;NORDESTE;set-19;0
Angical Do Piauí;PI;NORDESTE;set-19;0
Anísio De Abreu;PI;NORDESTE;set-19;0
Antônio Almeida;PI;NORDESTE;set-19;0
Aroazes;PI;NORDESTE;set-19;0
Aroeiras Do Itaim;PI;NORDESTE;set-19;0
Arraial;PI;NORDESTE;set-19;0
Assunção Do Piauí;PI;NORDESTE;set-19;0
Avelino Lopes;PI;NORDESTE;set-19;0
Baixa Grande Do Ribeiro;PI;NORDESTE;set-19;0
Barra D'Alcântara;PI;NORDESTE;set-19;0
Barras;PI;NORDESTE;set-19;0
Barreiras Do Piauí;PI;NORDESTE;set-19;0
Barro Duro;PI;NORDESTE;set-19;0
Batalha;PI;NORDESTE;set-19;1
Bela Vista Do Piauí;PI;NORDESTE;set-19;0
Belém Do Piauí;PI;NORDESTE;set-19;0
Beneditinos;PI;NORDESTE;set-19;0
Bertolínia;PI;NORDESTE;set-19;0
Betânia Do Piauí;PI;NORDESTE;set-19;0
Boa Hora;PI;NORDESTE;set-19;0
Bocaina;PI;NORDESTE;set-19;0
Bom Jesus;PI;NORDESTE;set-19;0
Bom Princípio Do Piauí;PI;NORDESTE;set-19;0
Bonfim Do Piauí;PI;NORDESTE;set-19;0
Boqueirão Do Piauí;PI;NORDESTE;set-19;0
Brasileira;PI;NORDESTE;set-19;0
Brejo Do Piauí;PI;NORDESTE;set-19;0
Buriti Dos Lopes;PI;NORDESTE;set-19;0
Buriti Dos Montes;PI;NORDESTE;set-19;0
Cabeceiras Do Piauí;PI;NORDESTE;set-19;0
Cajazeiras Do Piauí;PI;NORDESTE;set-19;0
Cajueiro Da Praia;PI;NORDESTE;set-19;0
Caldeirão Grande Do Piauí;PI;NORDESTE;set-19;0
Campinas Do Piauí;PI;NORDESTE;set-19;0
Campo Alegre Do Fidalgo;PI;NORDESTE;set-19;0
Campo Grande Do Piauí;PI;NORDESTE;set-19;1
Campo Largo Do Piauí;PI;NORDESTE;set-19;1
Campo Maior;PI;NORDESTE;set-19;2
Canavieira;PI;NORDESTE;set-19;0
Canto Do Buriti;PI;NORDESTE;set-19;1
Capitão De Campos;PI;NORDESTE;set-19;0
Capitão Gervásio Oliveira;PI;NORDESTE;set-19;0
Caracol;PI;NORDESTE;set-19;0
Caraúbas Do Piauí;PI;NORDESTE;set-19;0
Caridade Do Piauí;PI;NORDESTE;set-19;0
Castelo Do Piauí;PI;NORDESTE;set-19;0
Caxingó;PI;NORDESTE;set-19;0
Cocal;PI;NORDESTE;set-19;0
Cocal De Telha;PI;NORDESTE;set-19;0
Cocal Dos Alves;PI;NORDESTE;set-19;0
Coivaras;PI;NORDESTE;set-19;0
Colônia Do Gurguéia;PI;NORDESTE;set-19;0
Colônia Do Piauí;PI;NORDESTE;set-19;0
Conceição Do Canindé;PI;NORDESTE;set-19;0
Coronel José Dias;PI;NORDESTE;set-19;0
Corrente;PI;NORDESTE;set-19;0
Cristalândia Do Piauí;PI;NORDESTE;set-19;0
Cristino Castro;PI;NORDESTE;set-19;1
Curimatá;PI;NORDESTE;set-19;0
Currais;PI;NORDESTE;set-19;0
Curralinhos;PI;NORDESTE;set-19;0
Curral Novo Do Piauí;PI;NORDESTE;set-19;0
Demerval Lobão;PI;NORDESTE;set-19;0
Dirceu Arcoverde;PI;NORDESTE;set-19;0
Dom Expedito Lopes;PI;NORDESTE;set-19;0
Domingos Mourão;PI;NORDESTE;set-19;0
Dom Inocêncio;PI;NORDESTE;set-19;0
Elesbão Veloso;PI;NORDESTE;set-19;0
Eliseu Martins;PI;NORDESTE;set-19;0
Esperantina;PI;NORDESTE;set-19;2
Fartura Do Piauí;PI;NORDESTE;set-19;0
Flores Do Piauí;PI;NORDESTE;set-19;0
Floresta Do Piauí;PI;NORDESTE;set-19;0
Floriano;PI;NORDESTE;set-19;1
Francinópolis;PI;NORDESTE;set-19;0
Francisco Ayres;PI;NORDESTE;set-19;0
Francisco Macedo;PI;NORDESTE;set-19;0
Francisco Santos;PI;NORDESTE;set-19;0
Fronteiras;PI;NORDESTE;set-19;0
Geminiano;PI;NORDESTE;set-19;0
Gilbués;PI;NORDESTE;set-19;0
Guadalupe;PI;NORDESTE;set-19;0
Guaribas;PI;NORDESTE;set-19;0
Hugo Napoleão;PI;NORDESTE;set-19;0
Ilha Grande;PI;NORDESTE;set-19;0
Inhuma;PI;NORDESTE;set-19;0
Ipiranga Do Piauí;PI;NORDESTE;set-19;0
Isaías Coelho;PI;NORDESTE;set-19;0
Itainópolis;PI;NORDESTE;set-19;0
Itaueira;PI;NORDESTE;set-19;0
Jacobina Do Piauí;PI;NORDESTE;set-19;0
Jaicós;PI;NORDESTE;set-19;0
Jardim Do Mulato;PI;NORDESTE;set-19;0
Jatobá Do Piauí;PI;NORDESTE;set-19;0
Jerumenha;PI;NORDESTE;set-19;0
João Costa;PI;NORDESTE;set-19;0
Joaquim Pires;PI;NORDESTE;set-19;0
Joca Marques;PI;NORDESTE;set-19;1
José De Freitas;PI;NORDESTE;set-19;1
Juazeiro Do Piauí;PI;NORDESTE;set-19;0
Júlio Borges;PI;NORDESTE;set-19;0
Jurema;PI;NORDESTE;set-19;0
Lagoinha Do Piauí;PI;NORDESTE;set-19;0
Lagoa Alegre;PI;NORDESTE;set-19;0
Lagoa Do Barro Do Piauí;PI;NORDESTE;set-19;0
Lagoa De São Francisco;PI;NORDESTE;set-19;0
Lagoa Do Piauí;PI;NORDESTE;set-19;0
Lagoa Do Sítio;PI;NORDESTE;set-19;0
Landri Sales;PI;NORDESTE;set-19;0
Luís Correia;PI;NORDESTE;set-19;0
Luzilândia;PI;NORDESTE;set-19;1
Madeiro;PI;NORDESTE;set-19;1
Manoel Emídio;PI;NORDESTE;set-19;0
Marcolândia;PI;NORDESTE;set-19;1
Marcos Parente;PI;NORDESTE;set-19;0
Massapê Do Piauí;PI;NORDESTE;set-19;0
Matias Olímpio;PI;NORDESTE;set-19;0
Miguel Alves;PI;NORDESTE;set-19;0
Miguel Leão;PI;NORDESTE;set-19;0
Milton Brandão;PI;NORDESTE;set-19;0
Monsenhor Gil;PI;NORDESTE;set-19;0
Monsenhor Hipólito;PI;NORDESTE;set-19;0
Monte Alegre Do Piauí;PI;NORDESTE;set-19;0
Morro Cabeça No Tempo;PI;NORDESTE;set-19;1
Morro Do Chapéu Do Piauí;PI;NORDESTE;set-19;0
Murici Dos Portelas;PI;NORDESTE;set-19;0
Nazaré Do Piauí;PI;NORDESTE;set-19;0
Nazária;PI;NORDESTE;set-19;0
Nossa Senhora De Nazaré;PI;NORDESTE;set-19;0
Nossa Senhora Dos Remédios;PI;NORDESTE;set-19;0
Novo Oriente Do Piauí;PI;NORDESTE;set-19;0
Novo Santo Antônio;PI;NORDESTE;set-19;0
Oeiras;PI;NORDESTE;set-19;0
Olho D'Água Do Piauí;PI;NORDESTE;set-19;0
Padre Marcos;PI;NORDESTE;set-19;0
Paes Landim;PI;NORDESTE;set-19;0
Pajeú Do Piauí;PI;NORDESTE;set-19;0
Palmeira Do Piauí;PI;NORDESTE;set-19;0
Palmeirais;PI;NORDESTE;set-19;1
Paquetá;PI;NORDESTE;set-19;0
Parnaguá;PI;NORDESTE;set-19;0
Parnaíba;PI;NORDESTE;set-19;2
Passagem Franca Do Piauí;PI;NORDESTE;set-19;0
Patos Do Piauí;PI;NORDESTE;set-19;0
Pau D'Arco Do Piauí;PI;NORDESTE;set-19;0
Paulistana;PI;NORDESTE;set-19;1
Pavussu;PI;NORDESTE;set-19;0
Pedro Ii;PI;NORDESTE;set-19;1
Pedro Laurentino;PI;NORDESTE;set-19;0
Nova Santa Rita;PI;NORDESTE;set-19;0
Picos;PI;NORDESTE;set-19;0
Pimenteiras;PI;NORDESTE;set-19;0
Pio Ix;PI;NORDESTE;set-19;0
Piracuruca;PI;NORDESTE;set-19;1
Piripiri;PI;NORDESTE;set-19;3
Porto;PI;NORDESTE;set-19;0
Porto Alegre Do Piauí;PI;NORDESTE;set-19;0
Prata Do Piauí;PI;NORDESTE;set-19;0
Queimada Nova;PI;NORDESTE;set-19;0
Redenção Do Gurguéia;PI;NORDESTE;set-19;0
Regeneração;PI;NORDESTE;set-19;0
Riacho Frio;PI;NORDESTE;set-19;0
Ribeira Do Piauí;PI;NORDESTE;set-19;0
Ribeiro Gonçalves;PI;NORDESTE;set-19;0
Rio Grande Do Piauí;PI;NORDESTE;set-19;0
Santa Cruz Do Piauí;PI;NORDESTE;set-19;0
Santa Cruz Dos Milagres;PI;NORDESTE;set-19;0
Santa Filomena;PI;NORDESTE;set-19;0
Santa Luz;PI;NORDESTE;set-19;0
Santana Do Piauí;PI;NORDESTE;set-19;0
Santa Rosa Do Piauí;PI;NORDESTE;set-19;0
Santo Antônio De Lisboa;PI;NORDESTE;set-19;0
Santo Antônio Dos Milagres;PI;NORDESTE;set-19;0
Santo Inácio Do Piauí;PI;NORDESTE;set-19;0
São Braz Do Piauí;PI;NORDESTE;set-19;0
São Félix Do Piauí;PI;NORDESTE;set-19;0
São Francisco De Assis Do Piauí;PI;NORDESTE;set-19;0
São Francisco Do Piauí;PI;NORDESTE;set-19;0
São Gonçalo Do Gurguéia;PI;NORDESTE;set-19;0
São Gonçalo Do Piauí;PI;NORDESTE;set-19;1
São João Da Canabrava;PI;NORDESTE;set-19;0
São João Da Fronteira;PI;NORDESTE;set-19;1
São João Da Serra;PI;NORDESTE;set-19;0
São João Da Varjota;PI;NORDESTE;set-19;0
São João Do Arraial;PI;NORDESTE;set-19;0
São João Do Piauí;PI;NORDESTE;set-19;0
São José Do Divino;PI;NORDESTE;set-19;0
São José Do Peixe;PI;NORDESTE;set-19;0
São José Do Piauí;PI;NORDESTE;set-19;0
São Julião;PI;NORDESTE;set-19;0
São Lourenço Do Piauí;PI;NORDESTE;set-19;0
São Luis Do Piauí;PI;NORDESTE;set-19;0
São Miguel Da Baixa Grande;PI;NORDESTE;set-19;0
São Miguel Do Fidalgo;PI;NORDESTE;set-19;0
São Miguel Do Tapuio;PI;NORDESTE;set-19;0
São Pedro Do Piauí;PI;NORDESTE;set-19;1
São Raimundo Nonato;PI;NORDESTE;set-19;1
Sebastião Barros;PI;NORDESTE;set-19;0
Sebastião Leal;PI;NORDESTE;set-19;0
Sigefredo Pacheco;PI;NORDESTE;set-19;0
Simões;PI;NORDESTE;set-19;0
Simplício Mendes;PI;NORDESTE;set-19;0
Socorro Do Piauí;PI;NORDESTE;set-19;0
Sussuapara;PI;NORDESTE;set-19;0
Tamboril Do Piauí;PI;NORDESTE;set-19;0
Tanque Do Piauí;PI;NORDESTE;set-19;0
Teresina;PI;NORDESTE;set-19;15
União;PI;NORDESTE;set-19;0
Uruçuí;PI;NORDESTE;set-19;0
Valença Do Piauí;PI;NORDESTE;set-19;0
Várzea Branca;PI;NORDESTE;set-19;0
Várzea Grande;PI;NORDESTE;set-19;0
Vera Mendes;PI;NORDESTE;set-19;0
Vila Nova Do Piauí;PI;NORDESTE;set-19;0
Wall Ferraz;PI;NORDESTE;set-19;0
Acauã;PI;NORDESTE;out-19;0
Agricolândia;PI;NORDESTE;out-19;0
Água Branca;PI;NORDESTE;out-19;0
Alagoinha Do Piauí;PI;NORDESTE;out-19;0
Alegrete Do Piauí;PI;NORDESTE;out-19;0
Alto Longá;PI;NORDESTE;out-19;0
Altos;PI;NORDESTE;out-19;1
Alvorada Do Gurguéia;PI;NORDESTE;out-19;0
Amarante;PI;NORDESTE;out-19;0
Angical Do Piauí;PI;NORDESTE;out-19;0
Anísio De Abreu;PI;NORDESTE;out-19;0
Antônio Almeida;PI;NORDESTE;out-19;0
Aroazes;PI;NORDESTE;out-19;0
Aroeiras Do Itaim;PI;NORDESTE;out-19;0
Arraial;PI;NORDESTE;out-19;0
Assunção Do Piauí;PI;NORDESTE;out-19;0
Avelino Lopes;PI;NORDESTE;out-19;0
Baixa Grande Do Ribeiro;PI;NORDESTE;out-19;0
Barra D'Alcântara;PI;NORDESTE;out-19;0
Barras;PI;NORDESTE;out-19;1
Barreiras Do Piauí;PI;NORDESTE;out-19;0
Barro Duro;PI;NORDESTE;out-19;0
Batalha;PI;NORDESTE;out-19;1
Bela Vista Do Piauí;PI;NORDESTE;out-19;0
Belém Do Piauí;PI;NORDESTE;out-19;0
Beneditinos;PI;NORDESTE;out-19;1
Bertolínia;PI;NORDESTE;out-19;0
Betânia Do Piauí;PI;NORDESTE;out-19;0
Boa Hora;PI;NORDESTE;out-19;0
Bocaina;PI;NORDESTE;out-19;0
Bom Jesus;PI;NORDESTE;out-19;0
Bom Princípio Do Piauí;PI;NORDESTE;out-19;0
Bonfim Do Piauí;PI;NORDESTE;out-19;0
Boqueirão Do Piauí;PI;NORDESTE;out-19;1
Brasileira;PI;NORDESTE;out-19;0
Brejo Do Piauí;PI;NORDESTE;out-19;0
Buriti Dos Lopes;PI;NORDESTE;out-19;0
Buriti Dos Montes;PI;NORDESTE;out-19;0
Cabeceiras Do Piauí;PI;NORDESTE;out-19;0
Cajazeiras Do Piauí;PI;NORDESTE;out-19;0
Cajueiro Da Praia;PI;NORDESTE;out-19;0
Caldeirão Grande Do Piauí;PI;NORDESTE;out-19;2
Campinas Do Piauí;PI;NORDESTE;out-19;0
Campo Alegre Do Fidalgo;PI;NORDESTE;out-19;0
Campo Grande Do Piauí;PI;NORDESTE;out-19;0
Campo Largo Do Piauí;PI;NORDESTE;out-19;0
Campo Maior;PI;NORDESTE;out-19;2
Canavieira;PI;NORDESTE;out-19;0
Canto Do Buriti;PI;NORDESTE;out-19;1
Capitão De Campos;PI;NORDESTE;out-19;0
Capitão Gervásio Oliveira;PI;NORDESTE;out-19;0
Caracol;PI;NORDESTE;out-19;0
Caraúbas Do Piauí;PI;NORDESTE;out-19;0
Caridade Do Piauí;PI;NORDESTE;out-19;0
Castelo Do Piauí;PI;NORDESTE;out-19;0
Caxingó;PI;NORDESTE;out-19;0
Cocal;PI;NORDESTE;out-19;1
Cocal De Telha;PI;NORDESTE;out-19;0
Cocal Dos Alves;PI;NORDESTE;out-19;0
Coivaras;PI;NORDESTE;out-19;0
Colônia Do Gurguéia;PI;NORDESTE;out-19;1
Colônia Do Piauí;PI;NORDESTE;out-19;0
Conceição Do Canindé;PI;NORDESTE;out-19;0
Coronel José Dias;PI;NORDESTE;out-19;0
Corrente;PI;NORDESTE;out-19;0
Cristalândia Do Piauí;PI;NORDESTE;out-19;0
Cristino Castro;PI;NORDESTE;out-19;0
Curimatá;PI;NORDESTE;out-19;0
Currais;PI;NORDESTE;out-19;0
Curralinhos;PI;NORDESTE;out-19;0
Curral Novo Do Piauí;PI;NORDESTE;out-19;0
Demerval Lobão;PI;NORDESTE;out-19;1
Dirceu Arcoverde;PI;NORDESTE;out-19;0
Dom Expedito Lopes;PI;NORDESTE;out-19;0
Domingos Mourão;PI;NORDESTE;out-19;0
Dom Inocêncio;PI;NORDESTE;out-19;0
Elesbão Veloso;PI;NORDESTE;out-19;0
Eliseu Martins;PI;NORDESTE;out-19;0
Esperantina;PI;NORDESTE;out-19;1
Fartura Do Piauí;PI;NORDESTE;out-19;0
Flores Do Piauí;PI;NORDESTE;out-19;0
Floresta Do Piauí;PI;NORDESTE;out-19;0
Floriano;PI;NORDESTE;out-19;1
Francinópolis;PI;NORDESTE;out-19;0
Francisco Ayres;PI;NORDESTE;out-19;0
Francisco Macedo;PI;NORDESTE;out-19;0
Francisco Santos;PI;NORDESTE;out-19;0
Fronteiras;PI;NORDESTE;out-19;0
Geminiano;PI;NORDESTE;out-19;0
Gilbués;PI;NORDESTE;out-19;0
Guadalupe;PI;NORDESTE;out-19;0
Guaribas;PI;NORDESTE;out-19;0
Hugo Napoleão;PI;NORDESTE;out-19;0
Ilha Grande;PI;NORDESTE;out-19;1
Inhuma;PI;NORDESTE;out-19;0
Ipiranga Do Piauí;PI;NORDESTE;out-19;0
Isaías Coelho;PI;NORDESTE;out-19;0
Itainópolis;PI;NORDESTE;out-19;0
Itaueira;PI;NORDESTE;out-19;0
Jacobina Do Piauí;PI;NORDESTE;out-19;1
Jaicós;PI;NORDESTE;out-19;0
Jardim Do Mulato;PI;NORDESTE;out-19;0
Jatobá Do Piauí;PI;NORDESTE;out-19;0
Jerumenha;PI;NORDESTE;out-19;0
João Costa;PI;NORDESTE;out-19;0
Joaquim Pires;PI;NORDESTE;out-19;0
Joca Marques;PI;NORDESTE;out-19;0
José De Freitas;PI;NORDESTE;out-19;0
Juazeiro Do Piauí;PI;NORDESTE;out-19;0
Júlio Borges;PI;NORDESTE;out-19;0
Jurema;PI;NORDESTE;out-19;0
Lagoinha Do Piauí;PI;NORDESTE;out-19;0
Lagoa Alegre;PI;NORDESTE;out-19;0
Lagoa Do Barro Do Piauí;PI;NORDESTE;out-19;0
Lagoa De São Francisco;PI;NORDESTE;out-19;0
Lagoa Do Piauí;PI;NORDESTE;out-19;0
Lagoa Do Sítio;PI;NORDESTE;out-19;0
Landri Sales;PI;NORDESTE;out-19;0
Luís Correia;PI;NORDESTE;out-19;0
Luzilândia;PI;NORDESTE;out-19;0
Madeiro;PI;NORDESTE;out-19;0
Manoel Emídio;PI;NORDESTE;out-19;0
Marcolândia;PI;NORDESTE;out-19;1
Marcos Parente;PI;NORDESTE;out-19;0
Massapê Do Piauí;PI;NORDESTE;out-19;0
Matias Olímpio;PI;NORDESTE;out-19;0
Miguel Alves;PI;NORDESTE;out-19;0
Miguel Leão;PI;NORDESTE;out-19;0
Milton Brandão;PI;NORDESTE;out-19;0
Monsenhor Gil;PI;NORDESTE;out-19;1
Monsenhor Hipólito;PI;NORDESTE;out-19;0
Monte Alegre Do Piauí;PI;NORDESTE;out-19;0
Morro Cabeça No Tempo;PI;NORDESTE;out-19;0
Morro Do Chapéu Do Piauí;PI;NORDESTE;out-19;0
Murici Dos Portelas;PI;NORDESTE;out-19;0
Nazaré Do Piauí;PI;NORDESTE;out-19;0
Nazária;PI;NORDESTE;out-19;1
Nossa Senhora De Nazaré;PI;NORDESTE;out-19;0
Nossa Senhora Dos Remédios;PI;NORDESTE;out-19;0
Novo Oriente Do Piauí;PI;NORDESTE;out-19;0
Novo Santo Antônio;PI;NORDESTE;out-19;0
Oeiras;PI;NORDESTE;out-19;0
Olho D'Água Do Piauí;PI;NORDESTE;out-19;0
Padre Marcos;PI;NORDESTE;out-19;0
Paes Landim;PI;NORDESTE;out-19;0
Pajeú Do Piauí;PI;NORDESTE;out-19;0
Palmeira Do Piauí;PI;NORDESTE;out-19;0
Palmeirais;PI;NORDESTE;out-19;0
Paquetá;PI;NORDESTE;out-19;0
Parnaguá;PI;NORDESTE;out-19;0
Parnaíba;PI;NORDESTE;out-19;3
Passagem Franca Do Piauí;PI;NORDESTE;out-19;0
Patos Do Piauí;PI;NORDESTE;out-19;0
Pau D'Arco Do Piauí;PI;NORDESTE;out-19;0
Paulistana;PI;NORDESTE;out-19;0
Pavussu;PI;NORDESTE;out-19;0
Pedro Ii;PI;NORDESTE;out-19;0
Pedro Laurentino;PI;NORDESTE;out-19;0
Nova Santa Rita;PI;NORDESTE;out-19;0
Picos;PI;NORDESTE;out-19;3
Pimenteiras;PI;NORDESTE;out-19;0
Pio Ix;PI;NORDESTE;out-19;1
Piracuruca;PI;NORDESTE;out-19;1
Piripiri;PI;NORDESTE;out-19;1
Porto;PI;NORDESTE;out-19;0
Porto Alegre Do Piauí;PI;NORDESTE;out-19;0
Prata Do Piauí;PI;NORDESTE;out-19;0
Queimada Nova;PI;NORDESTE;out-19;0
Redenção Do Gurguéia;PI;NORDESTE;out-19;1
Regeneração;PI;NORDESTE;out-19;1
Riacho Frio;PI;NORDESTE;out-19;0
Ribeira Do Piauí;PI;NORDESTE;out-19;0
Ribeiro Gonçalves;PI;NORDESTE;out-19;0
Rio Grande Do Piauí;PI;NORDESTE;out-19;0
Santa Cruz Do Piauí;PI;NORDESTE;out-19;0
Santa Cruz Dos Milagres;PI;NORDESTE;out-19;0
Santa Filomena;PI;NORDESTE;out-19;0
Santa Luz;PI;NORDESTE;out-19;0
Santana Do Piauí;PI;NORDESTE;out-19;0
Santa Rosa Do Piauí;PI;NORDESTE;out-19;0
Santo Antônio De Lisboa;PI;NORDESTE;out-19;0
Santo Antônio Dos Milagres;PI;NORDESTE;out-19;0
Santo Inácio Do Piauí;PI;NORDESTE;out-19;0
São Braz Do Piauí;PI;NORDESTE;out-19;0
São Félix Do Piauí;PI;NORDESTE;out-19;0
São Francisco De Assis Do Piauí;PI;NORDESTE;out-19;0
São Francisco Do Piauí;PI;NORDESTE;out-19;0
São Gonçalo Do Gurguéia;PI;NORDESTE;out-19;0
São Gonçalo Do Piauí;PI;NORDESTE;out-19;0
São João Da Canabrava;PI;NORDESTE;out-19;0
São João Da Fronteira;PI;NORDESTE;out-19;0
São João Da Serra;PI;NORDESTE;out-19;0
São João Da Varjota;PI;NORDESTE;out-19;0
São João Do Arraial;PI;NORDESTE;out-19;0
São João Do Piauí;PI;NORDESTE;out-19;0
São José Do Divino;PI;NORDESTE;out-19;0
São José Do Peixe;PI;NORDESTE;out-19;0
São José Do Piauí;PI;NORDESTE;out-19;0
São Julião;PI;NORDESTE;out-19;0
São Lourenço Do Piauí;PI;NORDESTE;out-19;0
São Luis Do Piauí;PI;NORDESTE;out-19;0
São Miguel Da Baixa Grande;PI;NORDESTE;out-19;0
São Miguel Do Fidalgo;PI;NORDESTE;out-19;0
São Miguel Do Tapuio;PI;NORDESTE;out-19;0
São Pedro Do Piauí;PI;NORDESTE;out-19;0
São Raimundo Nonato;PI;NORDESTE;out-19;0
Sebastião Barros;PI;NORDESTE;out-19;0
Sebastião Leal;PI;NORDESTE;out-19;0
Sigefredo Pacheco;PI;NORDESTE;out-19;0
Simões;PI;NORDESTE;out-19;2
Simplício Mendes;PI;NORDESTE;out-19;0
Socorro Do Piauí;PI;NORDESTE;out-19;0
Sussuapara;PI;NORDESTE;out-19;0
Tamboril Do Piauí;PI;NORDESTE;out-19;1
Tanque Do Piauí;PI;NORDESTE;out-19;0
Teresina;PI;NORDESTE;out-19;16
União;PI;NORDESTE;out-19;1
Uruçuí;PI;NORDESTE;out-19;0
Valença Do Piauí;PI;NORDESTE;out-19;0
Várzea Branca;PI;NORDESTE;out-19;0
Várzea Grande;PI;NORDESTE;out-19;0
Vera Mendes;PI;NORDESTE;out-19;0
Vila Nova Do Piauí;PI;NORDESTE;out-19;0
Wall Ferraz;PI;NORDESTE;out-19;0
Acauã;PI;NORDESTE;nov-19;0
Agricolândia;PI;NORDESTE;nov-19;0
Água Branca;PI;NORDESTE;nov-19;0
Alagoinha Do Piauí;PI;NORDESTE;nov-19;0
Alegrete Do Piauí;PI;NORDESTE;nov-19;0
Alto Longá;PI;NORDESTE;nov-19;0
Altos;PI;NORDESTE;nov-19;1
Alvorada Do Gurguéia;PI;NORDESTE;nov-19;0
Amarante;PI;NORDESTE;nov-19;0
Angical Do Piauí;PI;NORDESTE;nov-19;0
Anísio De Abreu;PI;NORDESTE;nov-19;0
Antônio Almeida;PI;NORDESTE;nov-19;0
Aroazes;PI;NORDESTE;nov-19;0
Aroeiras Do Itaim;PI;NORDESTE;nov-19;0
Arraial;PI;NORDESTE;nov-19;0
Assunção Do Piauí;PI;NORDESTE;nov-19;0
Avelino Lopes;PI;NORDESTE;nov-19;0
Baixa Grande Do Ribeiro;PI;NORDESTE;nov-19;0
Barra D'Alcântara;PI;NORDESTE;nov-19;0
Barras;PI;NORDESTE;nov-19;0
Barreiras Do Piauí;PI;NORDESTE;nov-19;0
Barro Duro;PI;NORDESTE;nov-19;0
Batalha;PI;NORDESTE;nov-19;1
Bela Vista Do Piauí;PI;NORDESTE;nov-19;0
Belém Do Piauí;PI;NORDESTE;nov-19;0
Beneditinos;PI;NORDESTE;nov-19;0
Bertolínia;PI;NORDESTE;nov-19;0
Betânia Do Piauí;PI;NORDESTE;nov-19;0
Boa Hora;PI;NORDESTE;nov-19;0
Bocaina;PI;NORDESTE;nov-19;0
Bom Jesus;PI;NORDESTE;nov-19;0
Bom Princípio Do Piauí;PI;NORDESTE;nov-19;0
Bonfim Do Piauí;PI;NORDESTE;nov-19;0
Boqueirão Do Piauí;PI;NORDESTE;nov-19;1
Brasileira;PI;NORDESTE;nov-19;0
Brejo Do Piauí;PI;NORDESTE;nov-19;0
Buriti Dos Lopes;PI;NORDESTE;nov-19;0
Buriti Dos Montes;PI;NORDESTE;nov-19;0
Cabeceiras Do Piauí;PI;NORDESTE;nov-19;0
Cajazeiras Do Piauí;PI;NORDESTE;nov-19;0
Cajueiro Da Praia;PI;NORDESTE;nov-19;0
Caldeirão Grande Do Piauí;PI;NORDESTE;nov-19;0
Campinas Do Piauí;PI;NORDESTE;nov-19;0
Campo Alegre Do Fidalgo;PI;NORDESTE;nov-19;0
Campo Grande Do Piauí;PI;NORDESTE;nov-19;0
Campo Largo Do Piauí;PI;NORDESTE;nov-19;0
Campo Maior;PI;NORDESTE;nov-19;2
Canavieira;PI;NORDESTE;nov-19;0
Canto Do Buriti;PI;NORDESTE;nov-19;0
Capitão De Campos;PI;NORDESTE;nov-19;0
Capitão Gervásio Oliveira;PI;NORDESTE;nov-19;0
Caracol;PI;NORDESTE;nov-19;2
Caraúbas Do Piauí;PI;NORDESTE;nov-19;0
Caridade Do Piauí;PI;NORDESTE;nov-19;0
Castelo Do Piauí;PI;NORDESTE;nov-19;1
Caxingó;PI;NORDESTE;nov-19;0
Cocal;PI;NORDESTE;nov-19;0
Cocal De Telha;PI;NORDESTE;nov-19;0
Cocal Dos Alves;PI;NORDESTE;nov-19;0
Coivaras;PI;NORDESTE;nov-19;0
Colônia Do Gurguéia;PI;NORDESTE;nov-19;0
Colônia Do Piauí;PI;NORDESTE;nov-19;0
Conceição Do Canindé;PI;NORDESTE;nov-19;0
Coronel José Dias;PI;NORDESTE;nov-19;0
Corrente;PI;NORDESTE;nov-19;0
Cristalândia Do Piauí;PI;NORDESTE;nov-19;0
Cristino Castro;PI;NORDESTE;nov-19;0
Curimatá;PI;NORDESTE;nov-19;0
Currais;PI;NORDESTE;nov-19;0
Curralinhos;PI;NORDESTE;nov-19;1
Curral Novo Do Piauí;PI;NORDESTE;nov-19;0
Demerval Lobão;PI;NORDESTE;nov-19;2
Dirceu Arcoverde;PI;NORDESTE;nov-19;0
Dom Expedito Lopes;PI;NORDESTE;nov-19;0
Domingos Mourão;PI;NORDESTE;nov-19;0
Dom Inocêncio;PI;NORDESTE;nov-19;0
Elesbão Veloso;PI;NORDESTE;nov-19;0
Eliseu Martins;PI;NORDESTE;nov-19;0
Esperantina;PI;NORDESTE;nov-19;3
Fartura Do Piauí;PI;NORDESTE;nov-19;1
Flores Do Piauí;PI;NORDESTE;nov-19;0
Floresta Do Piauí;PI;NORDESTE;nov-19;0
Floriano;PI;NORDESTE;nov-19;2
Francinópolis;PI;NORDESTE;nov-19;0
Francisco Ayres;PI;NORDESTE;nov-19;0
Francisco Macedo;PI;NORDESTE;nov-19;0
Francisco Santos;PI;NORDESTE;nov-19;0
